investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV1011,Airbnb,,,1,3,hospitality/travel-tech,; Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1012,Grab,,,1,2,hospitality/travel-tech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1013,DiDi,,,1,2,hospitality/travel-tech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1014,Khazanah,,,1,2,hospitality/travel-tech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1015,Hindustan Media Ventures,,,1,2,hospitality/travel-tech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1016,Nuvama Wealth,,,1,2,hospitality/travel-tech,Secondary,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1017,Analah Capital,,,1,2,hospitality/travel-tech,Equity (Sunday PropTech),Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1018,private institutional investors,,,1,1,hospitality/travel-tech,Equity (Sunday PropTech),Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1019,Gauri Khan family office,,,1,2,hospitality/travel-tech,Equity (Innov8),Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1020,Intel,,,1,1,Insurtech / Fintech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1021,Info Edge,PE/VC,India,4,12,FoodTech / Quick Commerce; Insurtech / Fintech; b2b retail supply; robotics vision,; IPO; Pre-IPO; Pre-Series A; Series B; Series C; Series G,Bengaluru; Gurugram; Indore,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1022,True North,,,1,1,Insurtech / Fintech,Series G,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1023,Public markets,,,4,5,FoodTech / Quick Commerce; Home Services / Hyperlocal; Insurtech / Fintech; proptech / flex workspace (managed offices),IPO; IPO (OFS); IPO (fresh issue),Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1024,Morgan Stanley,,,3,3,FoodTech / Quick Commerce; Home Services / Hyperlocal; Insurtech / Fintech,IPO,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1025,CPPIB,,,2,2,FoodTech / Quick Commerce; Insurtech / Fintech,IPO,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1026,AMD,,,1,2,Conversational AI / Enterprise AI,Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1027,Snowflake,,,1,2,Conversational AI / Enterprise AI,Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1028,Databricks,,,1,2,Conversational AI / Enterprise AI,Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1029,NEA,,,1,5,Conversational AI / Enterprise AI,; Series E; Series F,Chennai / Palo Alto,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1030,March Capital,,,1,4,Conversational AI / Enterprise AI,; Series E; Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1031,BNF Capital,,,1,2,Conversational AI / Enterprise AI,Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1032,National Grid Partners,,,1,4,Conversational AI / Enterprise AI,Series D; Series E; Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1033,Prosperity7 Ventures,,,1,2,Conversational AI / Enterprise AI,Series F,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1034,BAM Elevate,,,1,2,Conversational AI / Enterprise AI,Series D; Series E,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1035,Sanabil Investments,,,1,2,Conversational AI / Enterprise AI,Series D; Series E,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1036,HCL Capital,,,1,1,Conversational AI / Enterprise AI,Series E,Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1037,IAN Group,,,3,3,Conversational AI / Enterprise AI; Semiconductors / Fabless chip design; industrial robotics / autonomous mobile robots,Seed; Series A; Series D,Bengaluru; Chennai / Palo Alto,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1038,Kotak Mahindra,,,1,1,Home Services / Hyperlocal,IPO,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1039,Dharana Capital,,,1,2,Home Services / Hyperlocal,Pre-IPO Secondary,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1040,Sanjiv Rangrass,,,1,1,Home Services / Hyperlocal,Pre-IPO Secondary,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1041,SailThru Ventures,,,1,1,Home Services / Hyperlocal,Pre-IPO Secondary,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1042,Sriharsha Majety,,,2,3,AI; Home Services / Hyperlocal,; Pre-IPO Secondary; seed,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1043,Nazara,,,1,1,gaming/web3 distribution protocol,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1044,Aptos Labs,,,1,5,gaming/web3 distribution protocol,; Ecosystem; Seed,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1045,Polygon,,,1,3,gaming/web3 distribution protocol,Ecosystem; Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1046,Game7,,,1,3,gaming/web3 distribution protocol,Ecosystem; Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1047,Jump Crypto,,,1,5,gaming/web3 distribution protocol,; Series A; Strategic,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1048,Aptos,,,1,1,gaming/web3 distribution protocol,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1049,Goodwater Capital,,,1,2,edtech short-form,; Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1050,Capital 2B,,,2,8,EV motorcycles; biotech therapeutics,; Series A; growth equity,Ahmedabad; Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1051,Shastra VC,,,1,5,biotech therapeutics,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1052,Kotak Life Sciences,,,1,5,biotech therapeutics,; Series A,Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1053,1Crowd,,,2,6,Logistics SaaS / AI supply chain optimization; biotech therapeutics,; Seed; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1054,The Chennai Angels,,,1,2,biotech therapeutics,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1055,Omidyar Network India,,,3,7,fintech / credit cards; healthtech surgical care; spacetech analytics,; Seed; Series A; Series B,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1056,Orios Venture Partners,VC,Mumbai,2,4,healthtech surgical care; proptech listings,; Series A,Gurugram; Mumbai,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1057,Enzia Ventures,,,2,4,healthtech; healthtech surgical care,; Pre-Series B; Series A,Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1058,ITI Growth Opportunities Fund,,,1,1,healthtech surgical care,Series A,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1059,Jungle Ventures (First Cheque),VC,Singapore,1,1,d2c travel,Seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1060,Fullerton Financial Holdings,,,1,5,fintech/sme lending,; Series D (multiple tranches); Series E3,Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1061,Saama Capital,,,2,3,d2c travel goods; fintech/sme lending,Series A; Series E3,Ahmedabad; Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1062,BlueOrchard Finance,,,1,1,fintech/sme lending,Series D (multiple tranches),Ahmedabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1063,PB Fintech,,,1,4,healthtech | healthtech integrated care,; Seed; Seed (extension),Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1064,Carvesta Partners,,,1,1,healthtech | healthtech integrated care,Seed,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1065,ENAM Holdings,,,1,1,healthtech | healthtech integrated care,Seed,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1066,Dharmendra Ghai,,,1,3,healthtech ai scribe,; Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1067,Zinia Lawyer,,,1,1,healthtech ai scribe,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1068,Yali Capital,,,1,5,semiconductor power,; Seed; Series A; Series A (extension),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1069,Pavestone Capital,,,1,3,robotics vision,; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1070,Arali Ventures,,,1,4,robotics vision,Pre-Series A; Seed; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1071,InfoEdge (Redstart Labs),,,1,2,robotics vision,; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1072,growX Ventures,VC,,1,3,robotics vision,; Pre-Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1073,Java Capital,,,1,1,robotics vision,Pre-Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1074,Applied Startup Technology and Research Accelerator,,,1,2,robotics vision,Incubator/Accelerator,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1075,Eximius Ventures,,,1,3,fintech cross-border payments,; Seed; Series A,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1076,Susquehanna Asia Venture Capital,,,1,5,fintech cross-border payments,; Series A; Series A (Tracxn variant),Bengaluru,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
